,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Target_encoded,Total Curricular units (grade),Total Curricular units (credited),Total Curricular units (enrolled),Total Curricular units (evaluations),Total Curricular units (approved),Total Curricular units (without evaluations)
122,0,0,1,1,1,0,0.0,0,2,13,2,9,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
123,0,0,1,13,1,0,0.0,0,22,27,9,9,0.0,0,0,0,1,0,1,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5297417758569539,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,0.44497210209234944,-0.23490997359881433
124,0,0,1,5,1,0,0.0,0,12,27,4,7,0.0,1,0,0,1,0,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5112698715581481,-0.37101983423498863,0.09160737073300991,0.8796628855526071,0.5992625156070168,-0.23490997359881433
125,0,7,6,12,1,0,0.0,0,0,0,4,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,-0.08682120878077082,-0.37101983423498863,0.342106715835676,-0.05033027649678355,-1.7697133631024018,-0.23490997359881433
126,0,14,1,5,1,13,0.0,0,21,26,9,9,0.0,1,0,0,1,0,0,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5568247943701307,1.0445151576443876,0.09160737073300991,0.7076304848405326,0.44497210209234944,-0.23490997359881433
128,0,7,3,9,1,0,0.0,0,0,28,5,3,0.0,1,0,0,1,0,0,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5201184607354001,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
129,0,7,6,11,1,0,0.0,0,0,26,8,9,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5715505909315723,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
130,0,0,3,11,1,0,0.0,0,12,13,5,8,0.0,1,0,0,1,0,1,-0.8108027818016886,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,0.5291617811612249,-0.37101983423498863,0.4550819916450282,0.3895330061866227,0.7314298216871751,-0.23490997359881433
131,0,7,2,4,1,0,0.0,0,21,26,9,9,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.47982569241428386,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
132,0,0,4,8,1,0,0.0,0,0,13,4,8,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.5297417758569539,-0.37101983423498863,-0.20082234344761415,-0.05033027649678355,0.44497210209234944,-0.23490997359881433
133,0,7,6,11,1,0,0.0,0,0,13,3,3,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,0.023114136496658933,-0.37101983423498863,0.342106715835676,0.19034279433801699,-1.7697133631024018,-0.23490997359881433
134,0,13,1,9,1,0,0.0,0,22,26,9,7,0.0,0,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4173685508046968,2.3082895965597006,0.5612059506361214,0.6603140485314349,0.7314298216871751,-0.23490997359881433
135,0,0,1,13,1,0,0.0,0,0,27,3,9,0.0,0,0,1,0,0,1,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,0.45382643681351864,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.25963353557025814,-0.23490997359881433
136,0,7,1,13,1,0,0.0,0,12,13,5,5,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4279532490182071,-0.37101983423498863,-0.20082234344761415,-0.05033027649678355,0.25963353557025814,-0.23490997359881433
137,0,0,1,14,1,0,0.0,0,0,0,19,38,0.0,0,0,1,1,0,1,-0.8108027818016886,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.6034073232319888,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
139,0,8,1,11,1,0,0.0,0,12,0,4,8,0.0,0,0,0,1,0,0,-0.8108027818016886,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.7271691424580675,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
140,0,0,5,11,1,0,0.0,0,21,26,9,9,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4801339143819658,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
141,0,0,6,14,1,0,0.0,0,12,0,4,4,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4592198290295995,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.44497210209234944,-0.23490997359881433
143,0,0,3,9,1,0,0.0,0,0,9,9,10,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.39884725779923313,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
144,0,0,3,11,1,0,0.0,0,12,13,9,7,0.0,1,0,0,1,0,1,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.4981149199655651,-0.37101983423498863,0.4550819916450282,0.5594598809220145,0.8470299467730539,-0.23490997359881433
145,0,7,5,15,1,0,0.0,0,21,27,5,6,0.0,1,0,0,1,0,1,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.3978247476382307,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.44497210209234944,-0.23490997359881433
146,0,0,4,10,1,0,0.0,0,9,13,9,9,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,0.5055389154534011,-1.7697133631024018,-0.23490997359881433
147,0,7,1,10,1,0,0.0,0,0,26,9,10,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.40020860410095543,-0.37101983423498863,0.09160737073300991,0.5055389154534011,0.02752064147463172,-0.23490997359881433
148,0,0,1,8,1,0,0.0,0,2,13,2,10,0.0,0,0,0,1,0,0,-0.8108027818016886,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5455313594324812,-0.37101983423498863,-0.20082234344761415,0.4489866395892748,0.44497210209234944,-0.23490997359881433
149,0,0,1,11,1,0,0.0,0,0,13,9,9,0.0,0,0,0,1,0,1,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.559344307646431,-0.37101983423498863,0.4550819916450282,0.3268641370706001,0.7314298216871751,-0.23490997359881433
151,0,0,1,5,1,0,0.0,0,0,27,4,7,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4941870756928697,-0.37101983423498863,-0.20082234344761415,-0.05033027649678355,0.44497210209234944,-0.23490997359881433
153,0,0,1,15,1,0,0.0,0,21,26,9,9,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4736365465906862,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.44497210209234944,-0.23490997359881433
154,0,13,1,15,1,0,0.0,0,2,26,2,5,0.0,1,0,0,1,0,0,-0.253759460374585,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.3933789252546448,-0.37101983423498863,0.09160737073300991,0.610983551365563,0.02752064147463172,-0.23490997359881433
155,0,0,1,15,1,0,0.0,0,22,26,6,6,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.4213540050085385,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.25963353557025814,-0.23490997359881433
156,0,0,1,8,1,0,0.0,0,22,27,9,9,0.0,0,0,0,1,0,1,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.3840667480668417,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,0.44497210209234944,-0.23490997359881433
157,0,7,2,9,1,0,0.0,0,0,26,7,9,0.0,1,0,0,1,0,1,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.44131625077324454,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
158,0,0,3,9,1,0,0.0,0,12,0,9,10,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.39884725779923313,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.5992625156070168,-0.23490997359881433
159,0,11,1,2,0,0,0.0,0,0,13,6,8,0.0,0,0,0,1,0,1,0.2319638572181003,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.42466033358063365,-0.37101983423498863,0.09160737073300991,0.5055389154534011,0.44497210209234944,-0.23490997359881433
160,0,0,1,13,1,0,0.0,0,12,0,4,1,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.5053167642569094,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
161,0,0,1,11,1,0,0.0,0,12,26,9,7,0.0,1,0,0,1,0,1,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.48871695174910956,-0.37101983423498863,0.4550819916450282,0.5594598809220145,0.7314298216871751,-0.23490997359881433
162,0,0,2,11,1,0,0.0,0,12,13,9,9,0.0,1,0,0,1,0,0,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.6196576424065635,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
163,0,7,5,15,1,0,0.0,0,9,9,4,4,0.0,1,0,0,1,0,0,-0.253759460374585,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.3875281714024953,-0.37101983423498863,0.09160737073300991,0.6603140485314349,0.02752064147463172,-0.23490997359881433
164,0,7,2,13,1,0,0.0,0,0,13,5,4,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5693448761445621,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,0.44497210209234944,-0.23490997359881433
165,0,7,1,14,1,0,0.0,0,12,26,7,7,0.0,0,0,0,1,0,1,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.4850496147479954,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
167,0,7,3,9,1,0,0.0,0,12,13,7,8,0.0,0,0,0,1,0,0,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.3933789252546448,-0.37101983423498863,0.09160737073300991,0.610983551365563,0.25963353557025814,-0.23490997359881433
168,0,11,1,11,1,2,0.0,0,1,1,1,1,0.0,0,0,0,1,0,0,0.9247237397795528,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.5726512047166573,1.0445151576443876,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
169,0,13,1,9,1,0,0.0,0,12,13,4,8,0.0,1,0,0,1,0,0,-0.253759460374585,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,0.415702152062702,-0.37101983423498863,0.09160737073300991,0.7530908891574698,-0.28324362764915506,-0.23490997359881433
171,0,7,2,12,1,0,0.0,0,21,26,3,10,0.0,0,0,0,1,0,0,-0.4305196917739134,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5008231051948427,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
172,0,7,1,11,1,0,0.0,0,1,27,4,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4167024017790953,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
173,0,12,1,2,0,0,0.0,0,12,1,4,6,0.0,0,0,0,1,0,0,0.5243896282393755,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4269667762913977,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.44497210209234944,-0.23490997359881433
174,0,7,2,10,1,0,0.0,0,21,26,9,8,0.0,1,0,1,0,0,0,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,0.46708674990472937,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
176,0,11,1,15,1,0,0.0,0,21,13,9,5,0.0,0,0,0,1,0,0,0.6625743023277183,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.47580811975481246,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.44497210209234944,-0.23490997359881433
177,0,0,2,11,1,0,0.0,0,18,23,11,11,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.43449927273889677,-0.37101983423498863,0.342106715835676,0.26061229220679744,0.25963353557025814,-0.23490997359881433
178,0,0,5,15,1,0,0.0,0,21,13,9,5,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.3978247476382307,-0.37101983423498863,0.09160737073300991,0.5055389154534011,0.44497210209234944,-0.23490997359881433
179,0,3,1,11,1,2,0.0,0,0,0,9,5,0.0,0,0,0,1,0,0,1.4003010973809378,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,0.5838472793559883,1.9376183012426174,0.4550819916450282,0.3895330061866227,0.5992625156070168,-0.23490997359881433
180,0,13,1,15,1,0,0.0,0,2,0,3,3,0.0,1,0,0,1,0,0,1.6174836223410072,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4822881972749271,4.134144411312471,2.102282004894165,1.2810288083245458,1.6139359649433467,-0.23490997359881433
182,0,11,1,14,1,11,0.0,0,12,13,3,4,0.0,0,0,1,0,0,0,0.6625743023277183,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,-0.09304118206842142,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,-1.7697133631024018,-0.23490997359881433
183,0,8,3,4,1,0,0.0,0,0,26,5,5,0.0,1,0,0,0,0,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,-0.0824954141536171,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,-1.7697133631024018,-0.23490997359881433
184,0,7,2,10,1,0,0.0,0,0,13,4,6,0.0,0,0,0,1,0,0,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
185,0,8,2,8,1,0,0.0,0,2,2,5,7,0.0,1,0,1,0,0,0,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.31796773050908045,-0.37101983423498863,-0.20082234344761415,0.3895330061866227,0.02752064147463172,-0.23490997359881433
187,0,7,3,11,1,0,0.0,0,22,0,9,4,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5032228188189238,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
188,0,11,1,5,1,0,0.0,0,0,13,9,9,0.0,1,0,0,1,0,0,0.2319638572181003,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-0.15801205136655735,-0.37101983423498863,0.09160737073300991,0.26061229220679744,-1.7697133631024018,-0.23490997359881433
189,0,7,4,4,1,0,0.0,0,0,2,4,1,0.0,1,0,0,1,0,0,-0.4305196917739134,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.4213540050085385,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
190,0,0,1,10,1,0,0.0,0,12,27,9,8,0.0,0,0,0,1,0,1,-0.253759460374585,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.45382643681351864,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
192,0,11,1,8,1,0,0.0,0,9,2,4,3,0.0,1,0,0,1,0,0,0.2319638572181003,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,-1.7697133631024018,-0.23490997359881433
193,0,15,1,15,1,0,0.0,0,0,0,4,10,0.0,0,0,0,1,0,0,-0.253759460374585,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
194,0,0,4,11,1,0,0.0,0,22,27,9,8,0.0,1,0,0,1,0,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.45318955757948215,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
195,0,11,1,16,0,14,0.0,0,12,0,3,4,0.0,1,0,0,1,0,0,0.6625743023277183,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
196,0,8,6,11,1,0,0.0,0,21,26,5,5,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.49600228899235005,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.8470299467730539,-0.23490997359881433
197,0,3,1,6,1,2,0.0,0,2,1,2,2,0.0,0,0,0,1,0,0,1.6174836223410072,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
198,0,0,1,15,1,0,0.0,0,12,13,3,8,0.0,0,0,0,1,0,0,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5297417758569539,-0.37101983423498863,0.342106715835676,0.3268641370706001,0.7314298216871751,-0.23490997359881433
200,0,0,1,5,1,0,0.0,0,0,0,4,7,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5604615859262582,-0.37101983423498863,-0.20082234344761415,0.610983551365563,0.25963353557025814,3.8168632452994014
201,0,0,4,9,1,0,0.0,0,12,13,4,0,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.3875281714024953,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
202,0,0,4,11,1,0,0.0,0,12,13,7,7,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4582706542473373,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
203,0,14,1,9,1,13,0.0,0,22,27,5,10,0.0,0,0,1,1,0,0,-0.253759460374585,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.43384704084993625,1.9376183012426174,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
204,0,7,2,9,1,0,0.0,0,12,26,9,8,0.0,0,0,0,1,0,1,-0.8108027818016886,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.3837197924974913,-0.37101983423498863,0.09160737073300991,0.610983551365563,0.25963353557025814,-0.23490997359881433
205,0,0,1,9,1,0,0.0,0,18,23,0,0,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.36120037561874646,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.25963353557025814,-0.23490997359881433
206,0,0,2,11,1,0,0.0,0,12,27,9,9,0.0,1,0,0,1,0,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.4947925979455961,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
207,0,0,4,14,1,0,0.0,0,2,13,1,4,0.0,1,0,0,1,0,1,-0.8108027818016886,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.5582254893547034,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
208,0,0,1,5,1,0,0.0,0,12,0,8,7,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5372442345633799,-0.37101983423498863,0.09160737073300991,0.3268641370706001,0.44497210209234944,-0.23490997359881433
209,0,11,1,10,1,11,0.0,0,2,13,2,3,0.0,0,0,0,1,0,1,1.7215904020034536,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,0.5154112200424207,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.44497210209234944,-0.23490997359881433
210,0,0,2,11,1,0,0.0,0,22,0,7,4,0.0,1,0,0,1,0,1,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.4782828245440604,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
211,0,0,1,11,1,0,0.0,0,21,26,9,9,0.0,0,0,0,1,0,1,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.49539766882127567,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
212,0,13,1,7,1,0,0.0,0,0,2,9,2,0.0,1,0,0,1,0,1,-0.4305196917739134,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.6502146713154388,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.5992625156070168,-0.23490997359881433
213,0,11,1,16,0,0,0.0,0,21,26,9,9,0.0,0,0,0,1,0,1,0.5243896282393755,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,0.19034279433801699,-1.7697133631024018,-0.23490997359881433
214,0,13,1,14,1,0,0.0,0,0,0,4,5,0.0,0,0,0,1,0,0,-0.253759460374585,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.42828180702396296,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
216,0,8,1,8,1,0,0.0,0,12,2,5,5,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4113534365104073,-0.37101983423498863,-0.20082234344761415,-0.05033027649678355,0.44497210209234944,-0.23490997359881433
217,0,11,1,2,0,0,0.0,0,12,26,8,7,0.0,1,0,0,1,0,0,0.2319638572181003,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,-0.2286394072638783,-0.37101983423498863,0.09160737073300991,0.3268641370706001,-1.7697133631024018,6.222371189037133
